path,source,species,venom_label,license,width,height,dup_cluster_id,is_representative,split
e:\Coding_Notes\Faunari\data\raw\inaturalist\373249116.jpg,inaturalist,Fowlea piscator,non_venomous,cc-by-nc,500,333,1932,True,test
e:\Coding_Notes\Faunari\data\raw\inaturalist\373265866.jpg,inaturalist,Boiga nuchalis,non_venomous,cc-by-nc,500,375,1933,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373266477.jpg,inaturalist,Calliophis nigrescens,venomous,cc-by-nc,500,375,1934,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373277518.jpg,inaturalist,Ahaetulla malabarica,non_venomous,cc-by-nc,500,375,1935,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373291281.jpg,inaturalist,Amphiesma stolatum,non_venomous,,500,375,1936,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373322208.jpg,inaturalist,Bungarus caeruleus,venomous,cc-by-nc,301,500,1937,True,hardcase
e:\Coding_Notes\Faunari\data\raw\inaturalist\373400234.jpg,inaturalist,Bungarus caeruleus,venomous,,375,500,1938,True,hardcase
e:\Coding_Notes\Faunari\data\raw\inaturalist\373409363.jpg,inaturalist,Coelognathus helena helena,non_venomous,,500,438,1939,True,test
e:\Coding_Notes\Faunari\data\raw\inaturalist\373409696.jpg,inaturalist,Ptyas mucosa,non_venomous,,500,318,1940,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373422529.jpg,inaturalist,Daboia russelii,venomous,cc-by-nc,427,500,1941,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373426330.jpg,inaturalist,Oligodon albocinctus,non_venomous,cc-by-nc,375,500,1942,True,val
e:\Coding_Notes\Faunari\data\raw\inaturalist\373445172.jpg,inaturalist,Fowlea piscator,non_venomous,cc-by-nc,282,500,1943,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373451815.jpg,inaturalist,Dendrelaphis tristis,non_venomous,cc-by-nc,375,500,1944,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373453887.jpg,inaturalist,Indotyphlops braminus,non_venomous,cc-by-nc,500,375,1945,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373478621.jpg,inaturalist,Calliophis nigrescens,venomous,,500,281,1946,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373478795.jpg,inaturalist,Boiga nuchalis,non_venomous,,375,500,1947,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373479096.jpg,inaturalist,Ahaetulla malabarica,non_venomous,,281,500,1948,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373479195.jpg,inaturalist,Ahaetulla malabarica,non_venomous,,281,500,1949,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373484693.jpg,inaturalist,Amphiesma stolatum,non_venomous,cc-by-nc,281,500,1950,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373498941.jpg,inaturalist,Calliophis nigrescens,venomous,,495,500,1951,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373510921.jpg,inaturalist,Naja naja,venomous,cc-by-nc-sa,500,375,1952,True,val
e:\Coding_Notes\Faunari\data\raw\inaturalist\373517386.jpg,inaturalist,Hypnale hypnale,venomous,,500,472,1953,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373529811.jpg,inaturalist,Naja naja,venomous,cc-by-nc-sa,500,375,1954,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373549602.jpg,inaturalist,Ptyas mucosa,non_venomous,cc-by-nc,364,500,1955,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373558905.jpg,inaturalist,Daboia russelii,venomous,cc-by-nc,500,375,1956,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373559663.jpg,inaturalist,Fowlea piscator,non_venomous,cc-by-nc,281,500,1957,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373566529.jpg,inaturalist,Rhabdops olivaceus,non_venomous,cc-by-nc,375,500,1958,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373580563.jpg,inaturalist,Craspedocephalus malabaricus,venomous,cc-by-nc,500,389,1959,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373584268.jpg,inaturalist,Oligodon taeniolatus,non_venomous,,281,500,1960,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373624772.jpg,inaturalist,Craspedocephalus gramineus,venomous,cc-by-nc,375,500,1961,True,test
e:\Coding_Notes\Faunari\data\raw\inaturalist\373643729.jpg,inaturalist,Lycodon aulicus,non_venomous,,500,375,1962,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373652333.jpg,inaturalist,Naja naja,venomous,cc-by-nc,225,500,1963,True,hardcase
e:\Coding_Notes\Faunari\data\raw\inaturalist\373654657.jpg,inaturalist,Lycodon aulicus,non_venomous,cc-by-nc,374,500,1964,True,hardcase
e:\Coding_Notes\Faunari\data\raw\inaturalist\373713913.jpg,inaturalist,Ahaetulla oxyrhynca,non_venomous,,500,325,1965,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373744051.jpg,inaturalist,Eryx conicus,non_venomous,cc-by-nc,375,500,1966,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373744335.jpg,inaturalist,Ahaetulla borealis,non_venomous,cc-by-nc,500,375,1967,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373744446.jpg,inaturalist,Craspedocephalus gramineus,venomous,cc-by-nc,375,500,1968,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373744673.jpg,inaturalist,Ahaetulla borealis,non_venomous,cc-by-nc,375,500,1969,True,test
e:\Coding_Notes\Faunari\data\raw\inaturalist\373744706.jpg,inaturalist,Ahaetulla borealis,non_venomous,cc-by-nc,375,500,1970,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373744726.jpg,inaturalist,Ahaetulla borealis,non_venomous,cc-by-nc,375,500,1971,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373744756.jpg,inaturalist,Ahaetulla borealis,non_venomous,cc-by-nc,375,500,1972,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373744874.jpg,inaturalist,Ahaetulla borealis,non_venomous,cc-by-nc,375,500,1973,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373744966.jpg,inaturalist,Ahaetulla borealis,non_venomous,cc-by-nc,375,500,1974,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373745133.jpg,inaturalist,Craspedocephalus gramineus,venomous,cc-by-nc,375,500,1975,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373745301.jpg,inaturalist,Craspedocephalus gramineus,venomous,cc-by-nc,375,500,1976,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373745422.jpg,inaturalist,Craspedocephalus gramineus,venomous,cc-by-nc,375,500,1977,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373828543.jpg,inaturalist,Fowlea piscator,non_venomous,cc-by-nc,281,500,1978,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373838062.jpg,inaturalist,Craspedocephalus gramineus,venomous,,500,225,1979,True,hardcase
e:\Coding_Notes\Faunari\data\raw\inaturalist\373845000.jpg,inaturalist,Echis carinatus,venomous,cc-by-nc,500,281,1980,True,test
e:\Coding_Notes\Faunari\data\raw\inaturalist\373858449.jpg,inaturalist,Fowlea piscator,non_venomous,cc-by-nc,500,333,1981,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373897669.jpg,inaturalist,Fowlea piscator,non_venomous,cc-by-nc,500,375,1982,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373927733.jpg,inaturalist,Coelognathus helena,non_venomous,cc-by-nc,375,500,1983,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373929562.jpg,inaturalist,Hypnale hypnale,venomous,cc-by-nc,500,334,1984,True,test
e:\Coding_Notes\Faunari\data\raw\inaturalist\373929796.jpg,inaturalist,Craspedocephalus malabaricus,venomous,cc-by-nc,375,500,1985,True,train
e:\Coding_Notes\Faunari\data\raw\inaturalist\373932729.jpg,inaturalist,Naja naja,venomous,cc-by-nc,500,435,1986,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\0045.jpeg,github_indian_snakes,Common Krait,venomous,,683,512,1987,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\01DSC_6599.JPG,github_indian_snakes,Common Krait,venomous,,1600,915,1988,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\02tvCommon_Krait__S_824501g.jpg,github_indian_snakes,Common Krait,venomous,,630,420,1989,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\03000026775_01_f.jpg,github_indian_snakes,Common Krait,venomous,,1024,768,1990,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\0353.jpeg,github_indian_snakes,Common Krait,venomous,,960,684,1991,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\04337e4f3fda41e8d0d3121f8dc3cd8f--colorful-snakes-reptiles.jpg,github_indian_snakes,Common Krait,venomous,,236,177,1992,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\0836.jpeg,github_indian_snakes,Common Krait,venomous,,432,288,1993,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\1-Common-Indian-Krait-Bungarus-Caeruleus.jpg,github_indian_snakes,Common Krait,venomous,,512,342,1994,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\1143.jpeg,github_indian_snakes,Common Krait,venomous,,800,600,1995,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\12382341385_f5af5fc558_b.jpg,github_indian_snakes,Common Krait,venomous,,1024,372,1996,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\12387351175_937273a2dd_b.jpg,github_indian_snakes,Common Krait,venomous,,1024,993,1997,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\12474945055_9b6d772f9d_b.jpg,github_indian_snakes,Common Krait,venomous,,1024,498,1998,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\12474950295_b152cf0527_b.jpg,github_indian_snakes,Common Krait,venomous,,1024,527,1999,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\12475101553_432da47bde_b.jpg,github_indian_snakes,Common Krait,venomous,,1024,662,2000,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\1438850347common krait 2.jpg,github_indian_snakes,Common Krait,venomous,,600,469,2001,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\1438850347IMG_1543.jpg,github_indian_snakes,Common Krait,venomous,,600,337,2002,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\1438850349IMG_7477.JPG,github_indian_snakes,Common Krait,venomous,,600,450,2003,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\14726606771_f1dda9c3b9_b.jpg,github_indian_snakes,Common Krait,venomous,,1024,671,2004,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\18.jpg,github_indian_snakes,Common Krait,venomous,,320,240,2005,False,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\2056.jpeg,github_indian_snakes,Common Krait,venomous,,750,500,2006,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\247313107_37c9b05a88.jpg,github_indian_snakes,Common Krait,venomous,,500,333,2007,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\2816621425_c2ac28297a_b.jpg,github_indian_snakes,Common Krait,venomous,,685,1024,2008,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\2848633061_422445e453_o.jpg,github_indian_snakes,Common Krait,venomous,,500,417,2009,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\3-Common-Indian-Krait-Bungarus-Caeruleus.jpg,github_indian_snakes,Common Krait,venomous,,341,512,2010,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\39e574b4966c870035f7e3c9378379b2.jpg,github_indian_snakes,Common Krait,venomous,,1024,768,2011,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\4-Common-Indian-Krait-Bungarus-Caeruleus.jpg,github_indian_snakes,Common Krait,venomous,,512,342,2012,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\4398279168_d4b46620ed.jpg,github_indian_snakes,Common Krait,venomous,,500,340,2013,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\5-Common-Indian-Krait-Bungarus-Caeruleus.jpg,github_indian_snakes,Common Krait,venomous,,512,342,2014,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\52798683.jpg,github_indian_snakes,Common Krait,venomous,,400,258,2015,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\53616048.jpg,github_indian_snakes,Common Krait,venomous,,400,282,2016,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\5556305440_f559fddd5f.jpg,github_indian_snakes,Common Krait,venomous,,500,422,2017,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\5556315470_b7b39fec3d.jpg,github_indian_snakes,Common Krait,venomous,,500,476,2018,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\5556319714_5d0d0b919c.jpg,github_indian_snakes,Common Krait,venomous,,500,212,2019,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\571f66bd60128.jpg,github_indian_snakes,Common Krait,venomous,,1080,720,2020,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\6674918465_fe1d46c3ab_b.jpg,github_indian_snakes,Common Krait,venomous,,1024,576,2021,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\6O4A4560.jpg,github_indian_snakes,Common Krait,venomous,,4055,2703,2022,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\7-Common-Indian-Krait-Bungarus-Caeruleus.jpg,github_indian_snakes,Common Krait,venomous,,400,267,2023,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\7_jpegadad01e83bb98b57c221716c10d9414b.jpeg,github_indian_snakes,Common Krait,venomous,,600,750,1989,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\81cb1316d8bd6b5ec1dbf0e4d68cf367.jpg,github_indian_snakes,Common Krait,venomous,,599,279,2024,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\8788959224dd91612cf7b5.jpg,github_indian_snakes,Common Krait,venomous,,700,469,2025,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\afc3fbd1c45e1f79f26e6271444de28e.jpg,github_indian_snakes,Common Krait,venomous,,220,147,2026,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\baby-krait.jpg,github_indian_snakes,Common Krait,venomous,,1024,768,2027,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\banded krait 1.jpg,github_indian_snakes,Common Krait,venomous,,386,255,2028,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\black-white-krait.jpg,github_indian_snakes,Common Krait,venomous,,520,408,2029,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\blog krait.png,github_indian_snakes,Common Krait,venomous,,500,300,2030,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\blog wolf.png,github_indian_snakes,Common Krait,venomous,,500,300,2031,False,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\body.gif,github_indian_snakes,Common Krait,venomous,,400,200,2032,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Bridalsnake.jpg,github_indian_snakes,Common Krait,venomous,,480,336,2033,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Bungarus-caeruleus-03000022334_01.jpg,github_indian_snakes,Common Krait,venomous,,560,373,2034,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\bungarus-caeruleus-common-krait-venomous-maharashtra-india-h9er12.jpg,github_indian_snakes,Common Krait,venomous,,448,320,2035,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Bungarus_caerulus.jpg,github_indian_snakes,Common Krait,venomous,,694,449,2036,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\B_caeruleus_01-800x455.jpg,github_indian_snakes,Common Krait,venomous,,800,455,2037,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\CJSSKalach1.jpg,github_indian_snakes,Common Krait,venomous,,500,286,2038,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common krait 2.png,github_indian_snakes,Common Krait,venomous,,320,273,2039,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common krait.jpg,github_indian_snakes,Common Krait,venomous,,200,190,2040,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common krait.png,github_indian_snakes,Common Krait,venomous,,965,725,2041,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common krait_001.jpg,github_indian_snakes,Common Krait,venomous,,1152,679,2042,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common+krait+(tp)+copy.jpg,github_indian_snakes,Common Krait,venomous,,258,400,2043,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common-Indian-krait-close-up.jpg,github_indian_snakes,Common Krait,venomous,,650,438,2044,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common-Indian-krait-on-ground.jpg,github_indian_snakes,Common Krait,venomous,,650,448,2045,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common-Indian-krait-on-leaf-litter.jpg,github_indian_snakes,Common Krait,venomous,,220,146,2046,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common-Indian-krait-on-sand.jpg,github_indian_snakes,Common Krait,venomous,,650,443,2047,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common-Indian-krait.jpg,github_indian_snakes,Common Krait,venomous,,650,433,2048,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common-Indian-krait_001.jpg,github_indian_snakes,Common Krait,venomous,,650,433,2049,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common-krait-1.jpg,github_indian_snakes,Common Krait,venomous,,600,275,2050,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common-Krait-e1463061354216.jpg,github_indian_snakes,Common Krait,venomous,,650,602,2051,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common-krait-final.jpg,github_indian_snakes,Common Krait,venomous,,3888,2592,2052,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common-krait-in-latrine-pan.jpg,github_indian_snakes,Common Krait,venomous,,800,600,2053,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common-Krait-most-dangerous-snake-in-the-world-125x125.jpg,github_indian_snakes,Common Krait,venomous,,125,125,2054,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common-krait-snake.png,github_indian_snakes,Common Krait,venomous,,1024,480,2055,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common-krait-snake_1500128186.jpeg,github_indian_snakes,Common Krait,venomous,,337,156,2056,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common-krait.jpg,github_indian_snakes,Common Krait,venomous,,415,218,2057,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common-Krait_001.jpg,github_indian_snakes,Common Krait,venomous,,500,350,2058,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common-Krait_002.jpg,github_indian_snakes,Common Krait,venomous,,337,225,2059,False,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common-krait_004.jpg,github_indian_snakes,Common Krait,venomous,,415,455,2060,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common-krait_005.jpg,github_indian_snakes,Common Krait,venomous,,1000,708,2061,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common-krait_006.jpg,github_indian_snakes,Common Krait,venomous,,600,450,2062,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common-krait_007.jpg,github_indian_snakes,Common Krait,venomous,,1000,496,2063,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common-krait_008.jpg,github_indian_snakes,Common Krait,venomous,,252,202,2064,True,hardcase
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common-Krait_010.jpg,github_indian_snakes,Common Krait,venomous,,500,400,2065,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\COMMON-KRAIT_011.jpg,github_indian_snakes,Common Krait,venomous,,710,349,2066,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\COMMONKRAIT-medium-init-.jpg,github_indian_snakes,Common Krait,venomous,,200,166,2067,False,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Commonkrait.jpg,github_indian_snakes,Common Krait,venomous,,320,184,2068,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Common_Krait(Bungarus_Caeruleus)_in_Parassinikadavu_Snake_Park.jpg,github_indian_snakes,Common Krait,venomous,,4000,3000,2069,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common_krait-bungarus_caeruleus.jpg,github_indian_snakes,Common Krait,venomous,,970,250,2070,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\common_krait.jpg,github_indian_snakes,Common Krait,venomous,,494,347,2071,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\DSC09751.JPG,github_indian_snakes,Common Krait,venomous,,253,421,2072,False,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\DSC_0019_0.jpg,github_indian_snakes,Common Krait,venomous,,3008,2000,2073,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\hqdefault.jpg,github_indian_snakes,Common Krait,venomous,,480,360,2074,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\hqdefault_003.jpg,github_indian_snakes,Common Krait,venomous,,480,360,2075,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\hqdefault_007.jpg,github_indian_snakes,Common Krait,venomous,,480,360,2076,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\hqdefault_009.jpg,github_indian_snakes,Common Krait,venomous,,480,360,2077,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\hqdefault_010.jpg,github_indian_snakes,Common Krait,venomous,,480,360,2078,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\image002.jpg,github_indian_snakes,Common Krait,venomous,,396,255,2079,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\image304.jpg,github_indian_snakes,Common Krait,venomous,,366,274,2080,False,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\IMG_0010 (1).JPG,github_indian_snakes,Common Krait,venomous,,1199,1600,2081,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\IndianKraitKhopoli.jpg,github_indian_snakes,Common Krait,venomous,,430,630,2082,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\july_033.jpg,github_indian_snakes,Common Krait,venomous,,640,425,2083,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\k (6).jpg,github_indian_snakes,Common Krait,venomous,,491,300,2084,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Krait-6.jpg,github_indian_snakes,Common Krait,venomous,,1024,469,2085,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\krait.jpg,github_indian_snakes,Common Krait,venomous,,621,466,2086,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Krait1-614x406.jpg,github_indian_snakes,Common Krait,venomous,,614,406,2087,True,val
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\krait1.jpg,github_indian_snakes,Common Krait,venomous,,786,612,2088,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\krait2.jpg,github_indian_snakes,Common Krait,venomous,,1152,768,2089,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\KRAIT2_H.JPG,github_indian_snakes,Common Krait,venomous,,1278,664,2041,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Krait_Common.jpg,github_indian_snakes,Common Krait,venomous,,320,250,2090,False,hardcase
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\KRAIT_HA.JPG,github_indian_snakes,Common Krait,venomous,,1280,721,2091,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\Lycodon-aulicus.jpg,github_indian_snakes,Common Krait,venomous,,320,240,2092,False,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\lycodon-aulicus_001.jpg,github_indian_snakes,Common Krait,venomous,,500,374,2093,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\maxresdefault.jpg,github_indian_snakes,Common Krait,venomous,,1280,720,2094,True,train
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\maxresdefault_002.jpg,github_indian_snakes,Common Krait,venomous,,1280,720,2095,True,test
e:\Coding_Notes\Faunari\data\raw\github_indian_snakes\Venomous\Common Krait\maxresdefault_003.jpg,github_indian_snakes,Common Krait,venomous,,1280,720,2096,True,train
